"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG000058",4339.70520063852,-0.749957567465933,0.990260557327984,-0.757333574397369,0.448850041091768,0.925183042705127
"ENSG000059",2871.15693587092,-0.223343420256608,0.913718668621154,-0.244433465055108,0.806895126292516,0.986711033655354
"ENSG000060",3654.29485302718,-1.04979620101539,1.12775299923468,-0.930874226650529,0.351918627957118,0.884573265526639
"ENSG000061",2854.08202236171,-0.82207208437277,1.29227701946941,-0.63614230694151,0.524683672589178,0.948692035202589
"ENSG000062",3775.66403977654,0.186031349348681,1.0160035478542,0.18310108241411,0.854718706488835,0.990271664974016
"ENSG000063",5646.90223545104,0.32518213015341,0.603390811912884,0.538924563870156,0.589938907157999,0.96270830802647
"ENSG000064",7537.9604428264,-0.149224328712614,0.200286811919822,-0.745053192879973,0.456239563825249,0.927326454952139
"ENSG000065",4786.06740139959,-0.797579056117117,0.61052558663905,-1.30638104867611,0.191423007309082,0.751872746035905
"ENSG000066",5993.18052214456,-0.426024521137366,0.57995378870681,-0.734583564127276,0.462593150787651,0.928316093121952
"ENSG000067",5900.97646686206,0.0830938915244933,0.612634310958586,0.135633754163192,0.892110820057345,0.992780780932988
"ENSG000068",4879.5565159884,-0.602920858854944,0.836461394550698,-0.720799385103482,0.471032953800188,0.93045384363185
"ENSG000069",4063.37430173225,-0.331291553030221,1.1107256068991,-0.2982658822057,0.76550024188197,0.98345500930843
"ENSG000070",5280.59160490433,-0.262522458682388,0.758690418495779,-0.346020527322434,0.729327287973903,0.980369793838909
"ENSG000071",6118.9337560265,0.562151897288065,0.419977440118587,1.33852879604517,0.180724119813053,0.741023300070757
"ENSG000072",4811.07913851701,-0.617608412511497,0.778942770859963,-0.792880344508042,0.427847540067812,0.918796043802495
"ENSG000073",4550.27523601859,0.862719869638659,0.699502369370525,1.23333373468772,0.217451276745488,0.778796347479041
"ENSG000074",5401.78352358493,-0.310150344638906,0.665787924230495,-0.465839546425195,0.641330355808215,0.971652123621601
"ENSG000075",4809.08894146316,0.139586340515874,0.81173442256565,0.171960602674312,0.863468502063888,0.991377246656153
"ENSG000076",3405.60687062563,-0.213005683971587,1.05720959042619,-0.201479144628,0.840323935236455,0.989778171444973
"ENSG000077",5072.16723133091,0.428392709420115,1.15177192275767,0.37194230989276,0.709935802633006,0.979363977800013
"ENSG000078",6077.16313765385,-0.527039599523235,0.394651720156895,-1.33545496599814,0.181727485131855,0.742145829275013
"ENSG000079",6604.94798221319,-0.538743875269993,0.392772610041441,-1.37164318869676,0.170174542011865,0.728151682882774
"ENSG000080",2990.48287056288,1.34481600317991,1.00152649284797,1.34276628005691,0.179347665254255,0.739395057941356
"ENSG000081",5380.75500561388,-0.125820648732121,0.693083234205721,-0.181537573732125,0.855945643502748,0.990440854940917
"ENSG000082",3204.40334261117,1.3067235329618,0.978181431063578,1.33587031144212,0.18159166629988,0.741977879790309
"ENSG000083",5795.86702347621,-0.0796724023991709,0.586288670794773,-0.135892788600481,0.89190603645423,0.992780780932988
"ENSG000084",3416.61388465099,2.83716162528585,0.869694132638597,3.26225223191753,0.00110530748127494,0.0571313449828115
"ENSG000085",4446.48266936579,0.386817078384479,0.897406476093151,0.431038875570057,0.666440103747067,0.975461494990766
"ENSG000086",3032.35425308188,0.123495981871339,1.40741857958553,0.0877464484714324,0.9300782014299,0.994728237171556
"ENSG000087",7248.16556173299,0.198838467596628,0.238264316270935,0.834528941255834,0.403982985655317,0.908463943500451
"ENSG000088",5055.00292425333,-0.520257251236079,0.780022346929316,-0.666977367102565,0.504786590385052,0.94116815230832
"ENSG000089",4282.02059782107,-0.65268282712695,1.06746595815482,-0.611431982575959,0.540913634767463,0.953274184836288
"ENSG000090",5261.67525759255,-0.0503827756171684,0.727266103824136,-0.0692769473955185,0.944769174957324,0.995078639373029
"ENSG000091",4047.90055084403,0.0613646661510712,1.34349251309571,0.0456754805500727,0.963568907093763,0.996936217073527
"ENSG000092",2989.87637868702,0.205339458443165,1.41729185716507,0.144881562259091,0.884804384013721,0.992406988589603
"ENSG000093",2923.89763346336,-1.66373850557419,0.862642282295409,-1.92865402000368,0.05377382795704,0.460707916013023
"ENSG000094",4906.50404304455,-1.15360055356114,0.829998005039334,-1.38988352569169,0.164564248993422,0.718800271443862
"ENSG000095",4780.13475274604,0.388247913967764,1.02291282311243,0.379551321672201,0.704278500938778,0.97918127472035
"ENSG000096",5913.6846759453,0.59056585004995,0.502508847631808,1.17523473035974,0.239900819056201,0.800967023834163
"ENSG000097",4739.54964381534,-0.200493870301689,0.961971724770709,-0.208419712491527,0.834901265929508,0.988945914495696
"ENSG000098",3682.65682743624,-0.458441115362662,1.12287283667349,-0.40827518521224,0.683071655272771,0.977352490016843
"ENSG000099",4389.7521605255,-0.582448421574397,0.836388953263925,-0.696384641740485,0.486187978593435,0.935514156497527
"ENSG000100",6151.52225674232,-0.289740268911977,0.482591972582992,-0.600383523499553,0.548250665980939,0.954666115636295
"ENSG000101",3916.97293877561,0.309876577537373,1.62818931190021,0.190319746771784,0.849058580756539,0.990271664974016
"ENSG000102",4515.05722963444,-0.355594064082322,0.801406859489408,-0.443712279064941,0.657250616666763,0.974715033838217
"ENSG000103",3872.97791530319,2.1975388885225,0.815385760080916,2.69509107971719,0.00703693929292569,0.172673578145729
"ENSG000104",5096.81678216199,-0.998372739086331,1.19505092095462,-0.835422760302816,0.403479719257428,0.908463943500451
"ENSG000105",3993.96312754598,-0.712595814583897,0.7302190553635,-0.975865816359954,0.329130963900708,0.871362289263761
"ENSG000106",2552.07908268347,-0.509335885995251,1.25678863968909,-0.405267735489123,0.685280720106748,0.977431730411634
"ENSG000107",2483.6956612258,0.124032430390906,1.1778337671116,0.105305548078377,0.916133360725821,0.993781370299256
"ENSG000108",4497.51719238004,0.623627946090219,0.994251742660118,0.62723344534625,0.530506222761729,0.950455465747687
"ENSG000109",5552.35580467575,-0.0125719510131043,0.688929055287272,-0.0182485423087027,0.985440577909697,0.999347875844954
"ENSG000110",3662.27163057614,1.08789877158063,0.978415956629821,1.11189802681462,0.266181997204219,0.822261129240131
"ENSG000111",5492.31677292261,-0.229043332431886,0.817752694677702,-0.280088752898769,0.779409413393733,0.984463656593932
"ENSG000112",5279.78867659594,-0.314680994018281,0.721326172609844,-0.436253398209201,0.662652889242865,0.974798543609168
"ENSG000113",5085.92100530132,0.528451875990866,0.879809106816685,0.600643789540784,0.548077265356916,0.954666115636295
"ENSG000114",4342.35995445564,1.3891278651468,0.980206600690512,1.41717864801994,0.15643070279865,0.706935569408216
"ENSG000115",5140.63290182555,-1.11585294812589,0.569039590249676,-1.96094079787365,0.0498859294012168,0.44588782089039
"ENSG000116",4546.60278829006,-0.900050422334214,0.98797508851062,-0.911005178977788,0.362292644893651,0.890451471793851
"ENSG000117",5697.67116251342,0.411168755336643,0.493332359672964,0.833451824666867,0.404589956997636,0.90848097578629
"ENSG000118",4419.56234080709,-0.249561062505023,0.691415217432874,-0.360942392086202,0.718142512409472,0.979817924385384
"ENSG000119",3635.33948500728,0.09706669125937,1.53445084316346,0.0632582605639258,0.949560852406123,0.995420407190656
"ENSG000120",7568.78674339383,-0.274903988118807,0.172517654488562,-1.59348322311577,0.111051829018331,0.626607530763958
"ENSG000121",2640.1503908511,-2.60922799994294,1.25190331716046,-2.08420887154539,0.0371411721379803,0.39277889316815
"ENSG000122",4660.70780807532,-0.877516476216814,0.638891896223737,-1.37349758449513,0.169597711635753,0.726874586679465
"ENSG000123",4867.25872204704,0.338517998161048,0.760820295463518,0.444938180776067,0.656364429581904,0.9746526227702
"ENSG000124",2605.33058952249,0.764845060045306,1.3438010167289,0.569165412530421,0.569243890494178,0.95812614373401
"ENSG000125",4564.7035080789,0.437257083960012,0.742333175959538,0.589030772327823,0.555840631049639,0.955890506355548
"ENSG000126",4537.61078929538,-0.324557459989545,0.741701377483011,-0.437585084567244,0.661687085419427,0.974798543609168
"ENSG000127",3525.85005499014,0.768415130961994,0.964318122156181,0.796848170024893,0.425539215357079,0.918279068050584
"ENSG000128",3339.23028868969,0.338715596279115,0.847045482537216,0.399878876945941,0.689245730948519,0.978086240140981
"ENSG000129",3971.85040009597,-0.0908066572884624,0.821932624783816,-0.110479441441257,0.912029153406046,0.993744067437964
"ENSG000130",6497.40716859388,-0.0984722888192303,0.408109487315433,-0.241288898885901,0.809331214161988,0.986711033655354
"ENSG000131",3257.09965864376,0.583288646114758,0.8927228764227,0.653381538123118,0.513510337846832,0.944066545664725
"ENSG000132",3452.84023146984,-1.31719686736934,1.09675289986571,-1.20099693151541,0.229752391614439,0.79066828967733
"ENSG000133",4521.61232493164,0.0131817673595381,0.793424038946572,0.0166137736096823,0.986744736323697,0.999519883751924
"ENSG000134",3899.24737972899,-0.363183268084045,0.745358521371458,-0.487259832242594,0.626074209225687,0.968533486716877
"ENSG000135",4290.21497650124,0.920352415405136,1.04672421725828,0.879269248031587,0.379255305590617,0.89732317527375
"ENSG000136",4679.81189477215,-0.517709420225126,1.04811743321101,-0.493942189892858,0.621347007502838,0.967513586107699
"ENSG000137",5104.75481147697,0.349022901007204,0.69697760396267,0.500766307300022,0.61653560040271,0.967513586107699
"ENSG000138",3292.15573930841,1.27050211583277,1.11630538413262,1.1381313159391,0.255065653398571,0.812887852844504
"ENSG000139",4110.02199498283,-0.713530552442744,0.918029780644038,-0.777241182679467,0.437016489171674,0.922177426661052
"ENSG000140",5069.06154277162,0.605772396133496,1.15935868075404,0.522506456534665,0.601317752213451,0.965723443144648
"ENSG000141",2510.65577320454,0.430290579819479,1.20483989257027,0.357135070371505,0.720990690991333,0.979818925669473
"ENSG000142",5359.47719993325,-1.2091334358209,1.08764612090649,-1.11169746536049,0.266268249979953,0.822287151099598
"ENSG000143",2366.86071726053,-0.309066272098365,1.22636138482743,-0.252018920297182,0.801026439428148,0.986711033655354
"ENSG000144",5072.83526597873,-0.465386395800376,0.668626956885515,-0.696032953813529,0.486408192529579,0.935514156497527
"ENSG000145",4561.40445179882,0.636318440955214,1.06082971552034,0.599830898065575,0.548618939066925,0.954666115636295
"ENSG000146",4111.68759015295,1.1477612663721,0.867879736534015,1.32248884039605,0.186005423005566,0.747994782001849
"ENSG000147",2421.4117631032,0.0548520705786802,1.40515230636009,0.0390363879633584,0.968861377312944,0.997742694095293
"ENSG000148",4772.95737642224,-1.05782760467181,0.885113938277406,-1.1951315632093,0.232035631823527,0.793283784062801
"ENSG000149",6097.55191442772,0.640529982444041,0.655689206326339,0.976880473651181,0.328628329747149,0.870541198176075
"ENSG000150",3407.18977902545,1.05200760477996,1.06832231117848,0.98472866640731,0.324757367841398,0.868567445416951
"ENSG000151",3507.53357235733,0.730180699453246,1.00742042315308,0.724802359245296,0.468573288218281,0.929696509678605
"ENSG000152",2830.20750657215,-0.365673335001033,0.981566999681608,-0.372540371792906,0.709490559238252,0.979363977800013
"ENSG000153",4244.12541011441,-1.04477570490243,1.36798526154488,-0.763733158734876,0.445026276364126,0.923569432379147
"ENSG000154",2306.28020929802,-1.97340034870479,1.2221931639498,-1.61463867325791,0.106388965355167,0.616777544629932
"ENSG000155",3751.90548487345,-0.413996227767497,1.41243645668269,-0.293107860398779,0.769439708775851,0.983519526703267
"ENSG000156",4536.69282096678,-0.82327268845347,0.726141207765421,-1.13376390108331,0.256893597075735,0.814894747547529
"ENSG000157",4091.35688055456,3.05885432109713,0.902028546530193,3.39108372219875,0.000696168310587685,0.0428106396690854
"ENSG000158",6590.07627075834,0.216383286910963,0.410611117305211,0.526978636942565,0.598208423826903,0.964825181901053
"ENSG000159",4220.91183452819,-0.05415606070529,1.09453510129876,-0.0494785965667335,0.9605378937701,0.996844913494692
"ENSG000160",3754.53267200421,1.10546021652827,1.18104198206802,0.936004166924358,0.349271042289816,0.88344732508252
"ENSG000161",5056.11263585648,-1.39553197333779,1.16601803662977,-1.19683566591423,0.231370613712639,0.792623430400078
"ENSG000162",2848.70367788389,1.11326806539257,1.2337222766795,0.902365213335434,0.366862893841151,0.891880111573615
"ENSG000163",6060.0128481853,-0.167026373740852,0.453972841408452,-0.367921510949096,0.71293176013859,0.979441639081946
"ENSG000164",6481.80551586605,-0.989589117245307,0.529196743284001,-1.86998338482637,0.0614861251878306,0.491103236324526
"ENSG000165",4116.34127900293,0.192421615198121,0.702539473330711,0.273894382454922,0.784165788727321,0.98574095833642
"ENSG000166",4132.57021512419,-0.0898304110429571,1.50110111335228,-0.0598430114027074,0.952280668795139,0.995937559278965
"ENSG000167",2507.70937608323,-0.285857858569723,1.16961127481159,-0.244404157796591,0.806917821949546,0.986711033655354
"ENSG000168",4391.22668407821,0.622970417465273,0.856735798540154,0.727144142367801,0.46713765988515,0.929519377426256
"ENSG000169",1894.87852064618,-0.165694476102161,0.945084277150552,-0.175322434314253,0.860826284743982,0.991377246656153
"ENSG000170",5292.62854817744,-0.549337672322229,0.648531627248937,-0.847048392462388,0.396968148681885,0.905032221682198
"ENSG000171",3235.94437522905,-0.402491872324548,0.849466788747071,-0.473817078732656,0.6356303545914,0.970589831781522
"ENSG000172",6613.00108297922,-0.453727377018689,0.370434928149248,-1.22485041916966,0.220631584168893,0.781725007564996
"ENSG000173",5989.46162431318,0.924659739267095,1.76991247585384,0.522432465944973,0.601369256209458,0.965723443144648
"ENSG000174",4181.30386790408,-0.0402562397919122,0.735734474996851,-0.0547157176399604,0.956364947255129,0.996490793486191
"ENSG000175",4731.48976107854,0.0581124533843033,0.919801709466894,0.063179327442199,0.949623706198456,0.995420407190656
"ENSG000176",3768.54961245058,-2.05872802557617,0.91182756080204,-2.25780412226772,0.0239578741139687,0.322187656185701
"ENSG000177",5945.13996345866,0.156219018913463,0.662536374206902,0.23578934681204,0.81359613512864,0.987402220137636
"ENSG000178",4563.77619637769,0.907676770156933,0.847508841229497,1.07099386578687,0.2841721878306,0.835756458236391
"ENSG000179",2402.37120193601,-0.750498460239424,1.26025953211733,-0.595511036507321,0.551501924050488,0.955207451864348
"ENSG000180",4046.16230998655,0.531127030462098,0.876653251916011,0.605857594552086,0.544609320543074,0.953933350226381
"ENSG000181",4759.76904627005,-0.701560266922594,0.844272380890769,-0.83096436979544,0.405993757856734,0.908670004155627
"ENSG000182",1784.6822870371,3.2443534804289,1.21534448481746,2.66949290588684,0.00759658778487755,0.17841263396432
"ENSG000183",4788.64604813402,-0.549194019261849,0.731979602745819,-0.750285960430726,0.453082496443916,0.926522924960362
"ENSG000184",3771.13994730652,-1.43226106977258,0.894496613782604,-1.60119227697901,0.109334338868661,0.62369145067745
"ENSG000185",5329.32135949215,-0.258857313836981,0.766017353784767,-0.337926174332747,0.735418822392824,0.980894079148805
"ENSG000186",2530.49091819803,-0.056822809205207,0.840593934498037,-0.0675984049767607,0.946105325140952,0.995078639373029
"ENSG000187",5924.86542488988,0.110768352284783,0.523051395517108,0.211773361536057,0.832283851577256,0.98871926345215
"ENSG000188",5688.79683564504,-0.356908520338299,0.732108267063315,-0.487507840568385,0.625898487882893,0.968477956420352
"ENSG000189",4630.25486016956,-0.301930530483762,0.968158329280128,-0.311860696078772,0.755146393807887,0.982438051487108
"ENSG000190",4828.74046390834,0.878174063859517,0.969009808437763,0.90625921039469,0.36479866978572,0.891056838753592
"ENSG000191",4938.67597169932,0.888641427789948,0.709680686082902,1.25217079345195,0.210507635987344,0.773868230230659
"ENSG000192",6723.00382705975,0.00758656797717724,0.397426802955004,0.0190892207590643,0.984769930452902,0.999347875844954
"ENSG000193",5053.75337839874,-0.428075429203748,1.14087001924446,-0.37521840523712,0.707498043107436,0.979363977800013
"ENSG000194",6046.01128343935,0.394863906570722,0.683981485972989,0.577302039117351,0.563735436439452,0.957294615818322
"ENSG000195",3658.00867665062,0.458878407756691,0.819673508818894,0.55983071652262,0.575594910004822,0.959990900550764
"ENSG000196",4022.74861798845,0.265301362904338,0.988609069504909,0.268358212652449,0.788423601606619,0.986120590739363
"ENSG000197",4667.09599839465,0.286411237117962,0.869927694756557,0.329235681131077,0.741977555272709,0.981232684175508
"ENSG000198",4855.35561932288,0.42394191507916,0.778186399464679,0.544781964026604,0.585903484664051,0.962416872105449
"ENSG000199",3374.51682682801,0.476478315168112,1.20805275409897,0.394418466868605,0.693272111957509,0.978692408910078
"ENSG000200",3988.19719055681,0.111221833595396,1.02201401829721,0.108826133109901,0.913340395692006,0.993781370299256
"ENSG000201",7278.77983723027,0.383940787055269,0.299124563533671,1.28354817310766,0.199300093698076,0.761775195302525
"ENSG000202",4240.62858331001,-1.59508823647136,0.980204179144438,-1.62730201565108,0.103672970033692,0.610775126862804
"ENSG000203",5458.9591614127,-0.360001646261543,0.780779718399215,-0.461079658933293,0.644741454840599,0.972207543503873
"ENSG000204",3764.0027124624,0.742507753247905,1.12757799416001,0.658497910648774,0.510218239154594,0.942887950646828
"ENSG000205",3927.15125243016,0.0625837257145235,1.11510165631615,0.0561237850917334,0.955243196035359,0.996395540637427
"ENSG000206",5265.54438422123,-0.1709256910803,0.808813485119909,-0.211328933338642,0.832630607174744,0.98871926345215
"ENSG000207",5992.90859779129,-0.970993755106473,0.416187081004159,-2.33307038931554,0.0196444512660045,0.292241167301465
"ENSG000208",5603.60994115939,-0.899491538831899,2.26452787812914,-0.397209302441895,0.691213122932755,0.978499567617642
"ENSG000209",3896.68502048935,0.789366189215258,1.12300034905298,0.702908231400751,0.482112941049608,0.933922308191111
"ENSG000210",3022.74054721719,-1.2116700018311,1.11409484728895,-1.08758244845992,0.276779482540277,0.831069789035181
"ENSG000211",5618.49750866167,0.659011888917196,0.518062154248339,1.27207108937221,0.203347862119365,0.766309399002731
"ENSG000212",5505.26210562685,0.135170049445796,0.525011352824402,0.257461193398243,0.796822768945358,0.986711033655354
"ENSG000213",6586.72729439144,0.524075311133586,0.539535682988721,0.971345042890409,0.331376485735915,0.873101125938663
"ENSG000214",3886.2695349079,-1.01327785320665,1.14946798036238,-0.881518990104624,0.37803698021494,0.896714692857679
"ENSG000215",5221.74851637438,0.797491536939978,0.566568685540846,1.40758138826309,0.159255061761812,0.711569365068123
"ENSG000216",5255.61518714103,0.674555679367377,0.827137897793733,0.815529890682863,0.414769062097386,0.912757734096107
"ENSG000217",3841.36585323357,0.086555547802381,0.916884794658157,0.0944017703278106,0.924790009569165,0.99417184691918
"ENSG000218",1340.0990001088,1.95942367554847,1.38024088460628,1.41962442744725,0.155717049995685,0.705832143677699
"ENSG000219",5056.89507102207,-0.550632577816588,0.802759136660245,-0.685925021180587,0.492760390988651,0.937339024672337
"ENSG000220",5676.5780999289,0.529306782046399,0.633942823389661,0.83494403993127,0.403749216899225,0.908463943500451
"ENSG000221",3627.83273474797,2.35411922349199,1.02928655376237,2.28713686668395,0.0221878356171592,0.309453774297897
"ENSG000222",5403.66417258237,0.551171908908789,0.844721796213392,0.652489270881265,0.514085592025683,0.94436486731042
"ENSG000223",3951.95197645767,0.599298387854036,0.858126615259997,0.698379909440823,0.484939637218727,0.935354712406672
"ENSG000224",3730.34755416475,-0.449530349233018,1.3979406286583,-0.321566123780566,0.747781411040388,0.981549178171707
"ENSG000225",2977.11708433595,-0.726441930145452,1.18446365192014,-0.613308757063007,0.539672204165729,0.952926382678973
"ENSG000226",4713.51528777348,-1.4925692915,0.676219896900863,-2.20722474795624,0.0272983616184723,0.343631044196326
"ENSG000227",2879.96617129888,1.81797387896747,1.21307839943639,1.49864500086072,0.133965751829091,0.67177691219081
"ENSG000228",1354.92112134521,-0.242543868689898,0.97895268320138,-0.247758520766018,0.804321250058582,0.986711033655354
"ENSG000229",4166.06948441711,-0.0760381749044617,1.37298750351179,-0.055381549147369,0.955834494922911,0.996469586683315
"ENSG000230",3897.11338419989,-0.466960830086445,0.834991753953077,-0.559240049827709,0.575997903574292,0.959990900550764
"ENSG000231",3553.08147622656,0.457478414643913,1.17394309880891,0.389693857486,0.696762939164765,0.979132237128925
"ENSG000232",2493.24252657014,1.7467838392648,1.31185180891881,1.33154051958387,0.18301122160784,0.743228779806956
"ENSG000233",6323.04547519484,0.225262319544567,0.373369495526744,0.603322773401106,0.54629398585289,0.954191968582565
"ENSG000234",2497.13094348537,-1.33413960092441,1.05746349083653,-1.26164128831437,0.207077892141149,0.770671883353296
"ENSG000235",4421.96448508795,-0.518790980386583,0.702996860484363,-0.737970550862968,0.460532344859855,0.927648578884905
"ENSG000236",4536.31998407669,0.677126473112129,1.32838719799294,0.509735771419054,0.61023658851812,0.966444611417476
"ENSG000237",4692.94785151511,-1.13197299323953,1.47241240160571,-0.768788005320442,0.442019170615111,0.923031167337878
"ENSG000238",5106.67419180043,-0.596207082707868,1.32707021332359,-0.449265665615907,0.653240022713619,0.974206247986368
"ENSG000239",5057.9161028436,-2.33340363249232,0.570667729877397,-4.08890061646491,4.3342248738168e-05,0.00744712177631753
"ENSG000240",5781.5269952577,0.967828787557929,0.497958386996077,1.94359370749097,0.0519444652444217,0.453188494542154
"ENSG000241",5322.70388852569,-0.186413761826713,0.538158200374648,-0.346392123537165,0.729048043666374,0.980369793838909
"ENSG000242",5341.25858284207,-0.463538241227671,0.924894989813508,-0.501179319093443,0.616244927697363,0.967493454721936
"ENSG000243",4720.77159472407,-0.148404601199402,0.875814225720984,-0.169447580138623,0.865444601015186,0.991718933432946
